Frequency (GHz)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 10 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 11 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 12 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 13 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 14 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 15 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 16 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 17 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 18 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 19 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 20 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 21 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 22 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 23 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 24 dBm)	Ang(Vcomp(M_PROBE.VP1,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 25 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 10 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 11 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 12 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 13 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 14 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 15 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 16 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 17 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 18 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 19 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 20 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 21 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 22 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 23 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 24 dBm)	Ang(Vcomp(M_PROBE.VP2,1)) (Deg) : FINAL Circuit 1.AP_HB (Pwr = 25 dBm)
6.3	26.5784	27.3016	27.9327	28.5636	29.1807	29.8325	30.5178	31.2359	32.0437	32.863	33.6697	34.3641	35.0609	36.0367	36.7444	37.1588	77.8012	78.5321	79.1706	79.8097	80.4358	81.098	81.7957	82.528	83.3531	84.1921	85.0215	85.7404	86.465	87.4732	88.2155	88.6665
6.4	16.5124	17.3577	18.1624	18.9284	19.663	20.3287	21.0023	21.6959	22.4153	23.2251	24.0847	24.9675	26.1117	27.108	27.6257	27.9526	68.5159	69.3677	70.1793	70.9524	71.6945	72.3681	73.0507	73.7543	74.4854	75.3098	76.1867	77.09	78.259	79.2776	79.8147	80.1628
6.5	5.79907	6.6694	7.48905	8.29894	9.13448	9.9964	10.7998	11.4901	12.1659	12.886	13.6863	14.5825	15.9445	17.298	18.0527	18.3652	58.5773	59.4523	60.2765	61.0916	61.9331	62.8017	63.612	64.3086	64.9912	65.7197	66.5303	67.4395	68.8178	70.1877	70.9544	71.2739
6.6	-6.26835	-5.40451	-4.59243	-3.78559	-2.96946	-2.12577	-1.24432	-0.292013	0.613703	1.36993	2.07115	2.87468	4.31844	5.69414	6.62983	7.39741	47.4733	48.3394	49.1538	49.9632	50.7822	51.6291	52.5143	53.4715	54.3818	55.1412	55.8452	56.6524	58.1014	59.4808	60.4171	61.185
6.7	-19.3926	-18.3754	-17.4537	-16.611	-15.8314	-15.0322	-14.1996	-13.3328	-12.3966	-11.4291	-10.4677	-9.63758	-8.22863	-6.92691	-6.0224	-5.2797	35.2975	36.316	37.2386	38.0819	38.8612	39.6604	40.4926	41.3591	42.2953	43.2625	44.2231	45.049	46.4508	47.7419	48.6316	49.3567
6.8	-33.0688	-32.0586	-31.1045	-30.2007	-29.3299	-28.5384	-27.8063	-27.0513	-26.2528	-25.3559	-24.393	-23.3239	-21.5349	-20.3383	-19.5093	-18.7986	22.5648	23.5742	24.5273	25.4298	26.2987	27.087	27.8145	28.5641	29.3564	30.2465	31.2014	32.2604	34.0345	35.2054	36.0032	36.6777
6.9	-46.8	-45.866	-44.9799	-44.1184	-43.2478	-42.3823	-41.5749	-40.8803	-40.1906	-39.4503	-38.6133	-37.6214	-35.6462	-34.0962	-33.3432	-32.6333	9.7866	10.7171	11.5996	12.4569	13.3229	14.1828	14.9827	15.6674	16.3451	17.0714	17.8918	18.8637	20.8127	22.3272	23.0318	23.6863
7	-60.1982	-59.3375	-58.4961	-57.6858	-56.8816	-56.0757	-55.2397	-54.4426	-53.7807	-53.1414	-52.432	-51.528	-49.553	-47.9217	-46.8123	-46.1363	-2.62702	-1.77287	-0.938223	-0.135182	0.660543	1.45663	2.28131	3.06462	3.70872	4.32638	5.01005	5.88281	7.81674	9.39696	10.4442	11.0428
7.1	-72.7986	-71.9338	-71.1424	-70.3746	-69.6309	-68.8784	-68.1117	-67.297	-66.5309	-65.9003	-65.306	-64.5204	-62.6134	-61.0039	-59.7182	-58.7543	-14.0479	-13.1929	-12.4119	-11.6554	-10.9247	-10.1871	-9.43773	-8.64258	-7.9001	-7.29895	-6.74105	-5.99953	-4.15043	-2.61127	-1.40745	-0.541631
7.2	-83.7485	-82.8563	-82.0833	-81.3475	-80.6461	-79.9319	-79.2081	-78.4456	-77.6588	-76.9059	-76.2859	-75.5419	-73.7184	-72.1756	-70.9227	-69.6917	-23.7623	-22.8834	-22.1254	-21.4059	-20.7232	-20.0304	-19.3313	-18.5969	-17.8424	-17.1284	-16.5571	-15.8735	-14.1301	-12.6813	-11.5377	-10.4327
7.3	-92.3136	-91.3902	-90.571	-89.8391	-89.1563	-88.4767	-87.7853	-87.0812	-86.3031	-85.502	-84.6981	-83.7601	-82.0037	-80.5736	-79.3544	-78.1463	-30.9662	-30.0612	-29.2623	-28.553	-27.8965	-27.2468	-26.5897	-25.9249	-25.1916	-24.4436	-23.7037	-22.8468	-21.1991	-19.8948	-18.8205	-17.7798
7.4	-97.0872	-96.1416	-95.2799	-94.4783	-93.7263	-93.0582	-92.3915	-91.7018	-90.9673	-90.1444	-89.286	-87.933	-86.0482	-84.7342	-83.5337	-82.3387	-34.1302	-33.2096	-32.3749	-31.6037	-30.8869	-30.2597	-29.6401	-29.0039	-28.3315	-27.5808	-26.809	-25.564	-23.8224	-22.6763	-21.6679	-20.6952
7.5	-95.3978	-94.4535	-93.547	-92.6413	-91.7571	-90.9044	-90.1549	-89.4386	-88.6922	-87.8842	-86.9951	-85.3962	-83.2342	-81.8422	-80.6678	-79.3993	-30.4851	-29.572	-28.6998	-27.8325	-26.9923	-26.1897	-25.4996	-24.8524	-24.1862	-23.4722	-22.6939	-21.2351	-19.2482	-18.0667	-17.1387	-16.1518
7.6	-84.6448	-83.6965	-82.7533	-81.8235	-80.8699	-79.8954	-78.8803	-77.9365	-77.1198	-76.3011	-75.3942	-73.5996	-71.3504	-69.559	-68.1961	-66.9933	-17.8196	-16.8996	-15.9868	-15.0917	-14.177	-13.2471	-12.2817	-11.3975	-10.655	-9.92514	-9.12184	-7.45427	-5.3617	-3.75415	-2.61789	-1.68278
7.7	-69.2073	-68.1335	-67.1542	-66.2189	-65.2632	-64.2661	-63.239	-62.1277	-60.9969	-59.9237	-58.9891	-57.1365	-54.8942	-53.0679	-51.3174	-49.99	-1.90656	-0.84174	0.125114	1.04469	1.98216	2.95891	3.9633	5.05074	6.15347	7.19003	8.07307	9.8656	12.0362	13.7748	15.4273	16.6216
7.8	-59.0531	-57.8759	-56.7151	-55.5702	-54.5041	-53.4937	-52.4591	-51.391	-50.241	-49.0295	-47.7424	-45.6135	-43.5268	-41.7365	-40.0171	-38.2539	7.89304	9.07421	10.2385	11.3864	12.453	13.4618	14.4946	15.561	16.7109	17.9233	19.2123	21.3428	23.4189	25.1946	26.9006	28.6575
7.9	-56.478	-55.2788	-54.0565	-52.8064	-51.5132	-50.1807	-48.9478	-47.8078	-46.6251	-45.3573	-43.9828	-41.5026	-39.1979	-37.5799	-35.9088	-34.196	10.4291	11.6349	12.8643	14.1222	15.4241	16.7662	18.0076	19.1545	20.3457	21.6247	23.0144	25.5211	27.8447	29.4682	31.1522	32.8878
8	-58.6545	-57.3423	-56.1236	-54.8993	-53.6079	-52.2366	-50.7697	-49.2367	-47.8098	-46.5146	-45.1115	-42.4541	-39.7423	-37.617	-35.9321	-33.8795	8.56103	9.88071	11.1059	12.3368	13.6356	15.0157	16.4939	18.0398	19.4793	20.7856	22.203	24.8864	27.626	29.774	31.4758	33.5648
8.1	-65.3555	-63.9462	-62.5341	-61.1074	-59.7247	-58.3592	-56.9356	-55.4543	-53.8628	-52.2246	-50.7458	-48.3639	-45.5806	-42.9568	-40.4296	-38.4569	2.70987	4.12563	5.54443	6.9779	8.36655	9.73781	11.1681	12.6573	14.2592	15.909	17.3977	19.7916	22.5912	25.2366	27.7905	29.784
8.2	-73.6378	-72.2833	-70.8931	-69.4412	-67.8901	-66.2457	-64.659	-63.1479	-61.6071	-60.1228	-58.9044	-56.5708	-54.0776	-51.6775	-49.1174	-46.5441	-4.63256	-3.27396	-1.87933	-0.422667	1.1337	2.78405	4.3759	5.89101	7.43617	8.92411	10.1427	12.4804	14.9727	17.3751	19.945	22.534
8.3	-82.7561	-81.3016	-79.942	-78.5913	-77.1701	-75.6272	-73.9485	-72.1562	-70.6445	-69.6528	-68.936	-67.1249	-64.0662	-62.0095	-59.8075	-57.5484	-12.7727	-11.3143	-9.95161	-8.59843	-7.17481	-5.62917	-3.94718	-2.15121	-0.639317	0.34521	1.04935	2.85071	5.90458	7.94474	10.1341	12.3837
8.4	-92.4893	-91.0921	-89.6796	-88.2409	-86.7669	-85.2897	-83.7526	-82.2595	-81.0718	-80.3268	-80.0278	-79.2049	-76.0302	-73.4226	-71.2465	-68.8042	-21.5144	-20.1146	-18.6994	-17.2583	-15.7823	-14.3043	-12.7672	-11.2756	-10.0939	-9.3618	-9.08415	-8.28679	-5.12836	-2.54146	-0.392699	2.02642
8.5	-102.36	-101.08	-99.7817	-98.4493	-97.031	-95.4917	-93.9127	-92.6435	-91.8581	-91.482	-91.3493	-91.3553	-88.865	-86.0269	-83.9302	-81.814	-30.3871	-29.1064	-27.8063	-26.4727	-25.0533	-23.5132	-21.9348	-20.6711	-19.8982	-19.5414	-19.4343	-19.4749	-17.0166	-14.209	-12.1505	-10.0776
8.6	-112.21	-110.965	-109.735	-108.539	-107.315	-106.005	-104.621	-103.409	-102.805	-102.662	-102.699	-102.757	-100.991	-98.4626	-96.0538	-94.209	-39.2386	-37.9927	-36.7618	-35.5657	-34.3414	-33.0321	-31.651	-30.4457	-29.8582	-29.739	-29.8061	-29.8995	-28.1749	-25.6894	-23.3248	-21.5347
8.7	-121.917	-120.755	-119.573	-118.413	-117.307	-116.159	-115.012	-114.11	-113.562	-113.48	-113.613	-113.7	-112.292	-109.718	-107.631	-105.604	-47.9531	-46.7912	-45.6089	-44.4487	-43.3424	-42.1959	-41.0529	-40.1607	-39.6302	-39.5736	-39.7384	-39.8638	-38.499	-35.9746	-33.9409	-31.9724
8.8	-131.356	-130.293	-129.228	-128.162	-127.103	-126.056	-125.044	-124.245	-123.773	-123.63	-123.855	-123.966	-123.023	-120.267	-118.003	-116.171	-56.4098	-55.3474	-54.2827	-53.2165	-52.1579	-51.1123	-50.1044	-49.3154	-48.8623	-48.745	-49.0028	-49.1533	-48.2554	-45.5521	-43.3456	-41.5769
8.9	-140.49	-139.51	-138.556	-137.607	-136.628	-135.662	-134.712	-133.933	-133.429	-133.188	-133.339	-133.535	-133.131	-130.234	-127.846	-125.898	-64.5751	-63.5956	-62.643	-61.6944	-60.7156	-59.751	-58.8042	-58.0363	-57.5511	-57.3356	-57.5189	-57.754	-57.396	-54.5536	-52.2257	-50.344
9	-149.297	-148.388	-147.5	-146.647	-145.774	-144.948	-144.031	-143.228	-142.67	-142.327	-142.237	-142.473	-142.299	-139.625	-137.077	-135.155	-72.4306	-71.5223	-70.6359	-69.7838	-68.9118	-68.0872	-67.1727	-66.3799	-65.8404	-65.5224	-65.4626	-65.7381	-65.6095	-62.99	-60.5051	-58.6514
9.1	-157.786	-156.926	-156.081	-155.301	-154.521	-153.722	-152.937	-152.148	-151.507	-151.075	-150.786	-150.833	-150.8	-148.662	-145.884	-143.836	-79.9865	-79.128	-78.2845	-77.5065	-76.7275	-75.9304	-75.148	-74.3665	-73.7422	-73.3345	-73.0757	-73.1603	-73.1713	-71.0873	-68.3739	-66.3953
9.2	-165.982	-165.125	-164.345	-163.603	-162.887	-162.161	-161.428	-160.679	-159.973	-159.445	-159.064	-158.873	-158.819	-157.412	-154.334	-152.218	-87.2698	-86.4158	-85.6376	-84.8971	-84.183	-83.459	-82.7284	-81.9856	-81.2943	-80.7893	-80.4377	-80.2819	-80.2704	-78.9154	-75.9016	-73.8549
9.3	-173.899	-173.033	-172.297	-171.593	-170.935	-170.275	-169.593	-168.891	-168.158	-167.546	-167.072	-166.731	-166.568	-165.724	-162.437	-160.383	-94.2953	-93.4328	-92.6993	-91.9972	-91.3416	-90.6831	-90.0039	-89.3066	-88.587	-87.9958	-87.5499	-87.2415	-87.1193	-86.3249	-83.1014	-81.1165
9.4	178.471	179.317	-179.966	-179.305	-178.678	-178.101	-177.444	-176.794	-176.067	-175.392	-174.813	-174.364	-174.143	-173.631	-170.421	-168.199	-101.056	-100.214	-99.4993	-98.8408	-98.2162	-97.6412	-96.9869	-96.3408	-95.6253	-94.9689	-94.4158	-93.9981	-93.8148	-93.349	-90.2019	-88.0479
9.5	171.106	171.939	172.616	173.253	173.845	174.417	174.991	175.586	176.285	177.031	177.676	178.204	178.545	178.876	-178.332	-175.796	-107.571	-106.743	-106.069	-105.435	-104.846	-104.276	-103.705	-103.113	-102.423	-101.695	-101.073	-100.575	-100.269	-99.9812	-97.2496	-94.7806
9.6	163.97	164.766	165.451	166.043	166.614	167.149	167.684	168.236	168.871	169.645	170.388	170.981	171.436	171.776	174.049	176.759	-113.878	-113.086	-112.405	-111.817	-111.249	-110.716	-110.184	-109.636	-109.007	-108.248	-107.527	-106.962	-106.541	-106.24	-104.025	-101.381
9.7	157.05	157.809	158.468	159.044	159.582	160.097	160.597	161.104	161.673	162.44	163.253	163.949	164.477	164.892	166.777	169.551	-119.986	-119.232	-118.577	-118.005	-117.469	-116.958	-116.461	-115.956	-115.394	-114.64	-113.847	-113.177	-112.68	-112.302	-110.47	-107.761
9.8	150.318	151.043	151.688	152.237	152.743	153.238	153.706	154.175	154.68	155.395	156.252	157.044	157.684	158.143	159.73	162.615	-125.921	-125.202	-124.561	-124.016	-123.513	-123.02	-122.556	-122.09	-121.59	-120.886	-120.047	-119.279	-118.668	-118.244	-116.706	-113.884
9.9	143.747	144.439	145.065	145.596	146.069	146.557	146.998	147.436	147.889	148.52	149.386	150.237	150.992	151.567	152.827	155.773	-131.708	-131.022	-130.4	-129.873	-129.404	-128.918	-128.481	-128.046	-127.597	-126.975	-126.125	-125.296	-124.569	-124.027	-122.81	-119.925
10	137.311	137.976	138.584	139.1	139.568	140.024	140.443	140.861	141.278	141.821	142.655	143.549	144.358	145.083	146.143	148.98	-137.37	-136.711	-136.107	-135.596	-135.13	-134.678	-134.262	-133.848	-133.434	-132.898	-132.078	-131.204	-130.421	-129.726	-128.706	-125.926
10.1	130.985	131.626	132.217	132.721	133.173	133.616	134.02	134.422	134.813	135.284	136.052	136.963	137.812	138.614	139.638	142.324	-142.929	-142.293	-141.706	-141.207	-140.758	-140.318	-139.918	-139.519	-139.131	-138.667	-137.91	-137.017	-136.191	-135.417	-134.429	-131.797
10.2	124.749	125.368	125.943	126.436	126.876	127.309	127.701	128.094	128.473	128.89	129.576	130.471	131.359	132.18	133.175	135.775	-148.401	-147.786	-147.215	-146.726	-146.29	-145.861	-145.472	-145.082	-144.707	-144.295	-143.618	-142.739	-141.872	-141.076	-140.114	-137.564
10.3	118.585	119.185	119.745	120.229	120.658	121.081	121.465	121.849	122.22	122.605	123.206	124.066	124.968	125.801	126.723	129.293	-153.799	-153.205	-152.649	-152.169	-151.743	-151.324	-150.943	-150.562	-150.195	-149.815	-149.221	-148.374	-147.491	-146.68	-145.788	-143.263
10.4	112.481	113.062	113.606	114.083	114.503	114.915	115.292	115.668	116.034	116.397	116.925	117.747	118.642	119.483	120.347	122.919	-159.137	-158.56	-158.02	-157.547	-157.13	-156.722	-156.348	-155.975	-155.612	-155.253	-154.732	-153.921	-153.042	-152.222	-151.382	-148.853
10.5	106.419	106.983	107.515	107.984	108.389	108.798	109.167	109.534	109.895	110.241	110.71	111.498	112.382	113.217	114.039	116.561	-164.425	-163.865	-163.338	-162.872	-162.47	-162.064	-161.698	-161.335	-160.977	-160.634	-160.171	-159.393	-158.522	-157.704	-156.904	-154.42
10.6	100.388	100.936	101.455	101.919	102.326	102.713	103.071	103.433	103.779	104.119	104.547	105.294	106.18	107.009	107.784	110.135	-169.663	-169.119	-168.604	-168.144	-167.74	-167.356	-167.001	-166.642	-166.299	-165.963	-165.539	-164.799	-163.925	-163.111	-162.354	-160.037
10.7	94.3735	94.9063	95.4132	95.8726	96.2753	96.656	97.0091	97.3482	97.6931	98.0033	98.4068	99.1126	100.008	100.853	101.596	103.713	-174.852	-174.323	-173.82	-173.364	-172.965	-172.587	-172.237	-171.9	-171.558	-171.251	-170.851	-170.151	-169.266	-168.433	-167.705	-165.616
10.8	88.363	88.8806	89.3759	89.8307	90.23	90.6008	90.9463	91.2748	91.6001	91.9023	92.2705	92.9308	93.8375	94.711	95.465	97.3334	179.994	-179.492	-179	-178.549	-178.153	-177.785	-177.442	-177.116	-176.793	-176.494	-176.128	-175.473	-174.574	-173.71	-172.968	-171.123
10.9	82.3484	82.8505	83.3331	83.7821	84.1776	84.5418	84.8777	85.1938	85.4975	85.7883	86.1292	86.7444	87.644	88.5534	89.3287	90.9585	174.864	175.363	175.843	176.288	176.681	177.043	177.376	177.69	177.991	178.28	178.618	179.23	-179.877	-178.975	-178.209	-176.597
11	76.3218	76.8079	77.2772	77.7185	78.1085	78.4683	78.7938	79.0984	79.379	79.6579	79.9755	80.5432	81.4141	82.3485	83.1683	84.573	169.747	170.23	170.696	171.134	171.522	171.879	172.202	172.505	172.783	173.06	173.376	173.941	174.807	175.736	176.549	177.941
